Date,Close
2022-04-11,162.3992919921875
2022-04-12,164.2706756591797
2022-04-13,166.9552764892578
2022-04-14,161.94857788085938
2022-04-18,161.73306274414062
2022-04-19,164.0159149169922
2022-04-20,163.849365234375
2022-04-21,163.0557403564453
2022-04-22,158.5193328857422
2022-04-25,159.5872802734375
2022-04-26,153.63021850585938
2022-04-27,153.40487670898438
2022-04-28,160.33192443847656
2022-04-29,154.46302795410156
2022-05-02,154.76678466796875
2022-05-03,156.25599670410156
2022-05-04,162.663818359375
2022-05-05,153.60084533691406
2022-05-06,154.326904296875
2022-05-09,149.20494079589844
2022-05-10,151.6089324951172
2022-05-11,143.74935913085938
2022-05-12,139.88333129882812
2022-05-13,144.34786987304688
2022-05-16,142.80735778808594
2022-05-17,146.4379119873047
2022-05-18,138.17599487304688
2022-05-19,134.77114868164062
2022-05-20,135.0066375732422
2022-05-23,140.4229736328125
2022-05-24,137.72462463378906
2022-05-25,137.88160705566406
2022-05-26,141.0803985595703
2022-05-27,146.83035278320312
2022-05-31,146.04539489746094
2022-06-01,145.9178466796875
2022-06-02,148.3708953857422
2022-06-03,142.6503448486328
2022-06-06,143.39608764648438
2022-06-07,145.9178466796875
2022-06-08,145.1819305419922
2022-06-09,139.96180725097656
2022-06-10,134.55526733398438
2022-06-13,129.40383911132812
2022-06-14,130.2672882080078
2022-06-15,132.88720703125
2022-06-16,127.61800384521484
2022-06-17,129.08984375
2022-06-21,133.31887817382812
2022-06-22,132.80868530273438
2022-06-23,135.67385864257812
2022-06-24,139.00021362304688
2022-06-27,139.00021362304688
2022-06-28,134.85946655273438
2022-06-29,136.61582946777344
2022-06-30,134.15298461914062
2022-07-01,136.32147216796875
2022-07-05,138.90208435058594
2022-07-06,140.23654174804688
2022-07-07,143.60214233398438
2022-07-08,144.27919006347656
2022-07-11,142.14990234375
2022-07-12,143.12135314941406
2022-07-13,142.75830078125
2022-07-14,145.6823272705078
2022-07-15,147.35040283203125
2022-07-18,144.30865478515625
2022-07-19,148.1648406982422
2022-07-20,150.16651916503906
2022-07-21,152.4331817626953
2022-07-22,151.19679260253906
2022-07-25,150.07821655273438
2022-07-26,148.75360107421875
2022-07-27,153.84613037109375
2022-07-28,154.3956298828125
2022-07-29,159.458740234375
2022-08-01,158.4774932861328
2022-08-02,157.0056610107422
2022-08-03,163.01080322265625
2022-08-04,162.69677734375
2022-08-05,162.47076416015625
2022-08-08,161.99911499023438
2022-08-09,162.04824829101562
2022-08-10,166.29302978515625
2022-08-11,165.55612182617188
2022-08-12,169.1032257080078
2022-08-15,170.17420959472656
2022-08-16,170.0170440673828
2022-08-17,171.51058959960938
2022-08-18,171.11752319335938
2022-08-19,168.53334045410156
2022-08-22,164.65211486816406
2022-08-23,164.3180389404297
2022-08-24,164.61280822753906
2022-08-25,167.06927490234375
2022-08-26,160.77088928222656
2022-08-29,158.5699005126953
2022-08-30,156.14291381835938
2022-08-31,154.48233032226562
2022-09-01,155.20945739746094
2022-09-02,153.09689331054688
2022-09-06,151.83917236328125
2022-09-07,153.24427795410156
2022-09-08,151.77041625976562
2022-09-09,154.6297149658203
2022-09-12,160.58416748046875
2022-09-13,151.16116333007812
2022-09-14,152.60557556152344
2022-09-15,149.71678161621094
2022-09-16,148.07586669921875
2022-09-19,151.7900390625
2022-09-20,154.1679229736328
2022-09-21,151.04327392578125
2022-09-22,150.08035278320312
2022-09-23,147.81056213378906
2022-09-26,148.1446533203125
2022-09-27,149.11741638183594
2022-09-28,147.23086547851562
2022-09-29,139.99900817871094
2022-09-30,135.79354858398438
2022-10-03,139.96951293945312
2022-10-04,143.55599975585938
2022-10-05,143.8507537841797
2022-10-06,142.8976593017578
2022-10-07,137.65060424804688
2022-10-10,137.97488403320312
2022-10-11,136.5599365234375
2022-10-12,135.93109130859375
2022-10-13,140.50013732910156
2022-10-14,135.9703826904297
2022-10-17,139.93020629882812
2022-10-18,141.2468719482422
2022-10-19,141.35496520996094
2022-10-20,140.89315795898438
2022-10-21,144.70558166503906
2022-10-24,146.84762573242188
2022-10-25,149.68731689453125
2022-10-26,146.74937438964844
2022-10-27,142.27859497070312
2022-10-28,153.02813720703125
2022-10-31,150.66989135742188
2022-11-01,148.0267333984375
2022-11-02,142.50460815429688
2022-11-03,136.46168518066406
2022-11-04,136.19593811035156
2022-11-07,136.72743225097656
2022-11-08,137.2982635498047
2022-11-09,132.7413330078125
2022-11-10,144.5519256591797
2022-11-11,147.3372802734375
2022-11-14,145.939697265625
2022-11-15,147.671875
2022-11-16,146.44163513183594
2022-11-17,148.34120178222656
2022-11-18,148.90220642089844
2022-11-21,145.67393493652344
2022-11-22,147.8097381591797
2022-11-23,148.68568420410156
2022-11-25,145.7724151611328
2022-11-28,141.9437713623047
2022-11-29,138.94192504882812
2022-11-30,145.69366455078125
2022-12-01,145.96925354003906
2022-12-02,145.47711181640625
2022-12-05,144.31576538085938
2022-12-06,140.65444946289062
2022-12-07,138.71556091308594
2022-12-08,140.39852905273438
2022-12-09,139.91632080078125
2022-12-12,142.20950317382812
2022-12-13,143.17404174804688
2022-12-14,140.9497528076172
2022-12-15,134.34561157226562
2022-12-16,132.3870391845703
2022-12-19,130.28082275390625
2022-12-20,130.21194458007812
2022-12-21,133.31219482421875
2022-12-22,130.1430206298828
2022-12-23,129.7788543701172
2022-12-27,127.97774505615234
2022-12-28,124.05071258544922
2022-12-29,127.56438446044922
2022-12-30,127.87930297851562
2023-01-03,123.09601593017578
2023-01-04,124.36566162109375
2023-01-05,123.04682159423828
2023-01-06,127.5741958618164
2023-01-09,128.0958251953125
2023-01-10,128.66668701171875
2023-01-11,131.38314819335938
2023-01-12,131.3043975830078
2023-01-13,132.63308715820312
2023-01-17,133.79446411132812
2023-01-18,133.0760040283203
2023-01-19,133.135009765625
2023-01-20,135.69400024414062
2023-01-23,138.8828582763672
2023-01-24,140.2804412841797
2023-01-25,139.62103271484375
2023-01-26,141.6879119873047
2023-01-27,143.6267852783203
2023-01-30,140.74302673339844
2023-01-31,142.01268005371094
2023-02-01,143.13470458984375
2023-02-02,148.4396209716797
2023-02-03,152.06149291992188
2023-02-06,149.3352508544922
2023-02-07,152.20913696289062
2023-02-08,149.52224731445312
2023-02-09,148.4888458251953
2023-02-10,148.85354614257812
2023-02-13,151.6529998779297
2023-02-14,151.01229858398438
2023-02-15,153.11183166503906
2023-02-16,151.5149688720703
2023-02-17,150.37155151367188
2023-02-21,146.3596649169922
2023-02-22,146.78353881835938
2023-02-23,147.26654052734375
2023-02-24,144.6149444580078
2023-02-27,145.8076934814453
2023-02-28,145.304931640625
2023-03-01,143.23492431640625
2023-03-02,143.8263702392578
2023-03-03,148.87326049804688
2023-03-06,151.6332550048828
2023-03-07,149.4351043701172
2023-03-08,150.68699645996094
2023-03-09,148.4395294189453
2023-03-10,146.37937927246094
2023-03-13,148.32125854492188
2023-03-14,150.41098022460938
2023-03-15,150.80528259277344
2023-03-16,153.62442016601562
2023-03-17,152.7865753173828
2023-03-20,155.15228271484375
2023-03-21,157.00543212890625
2023-03-22,155.57614135742188
2023-03-23,156.66043090820312
2023-03-24,157.9615936279297
2023-03-27,156.01974487304688
2023-03-28,155.39871215820312
2023-03-29,158.47418212890625
2023-03-30,160.04148864746094
2023-03-31,162.54518127441406
2023-04-03,163.79705810546875
2023-04-04,163.2647705078125
2023-04-05,161.42144775390625
2023-04-06,162.30860900878906
2023-04-10,159.71615600585938
2023-04-11,158.5037384033203
2023-04-12,157.813720703125
2023-04-13,163.19577026367188
2023-04-14,162.85073852539062
2023-04-17,162.8704833984375
2023-04-18,164.0927734375
2023-04-19,165.23619079589844
2023-04-20,164.27020263671875
2023-04-21,162.6634979248047
2023-04-24,162.96908569335938
2023-04-25,161.4313201904297
2023-04-26,161.42144775390625
2023-04-27,166.00506591796875
2023-04-28,167.25692749023438
2023-05-01,167.168212890625
2023-05-02,166.1332244873047
2023-05-03,165.05874633789062
2023-05-04,163.42247009277344
2023-05-05,171.09141540527344
2023-05-08,171.02236938476562
2023-05-09,169.3170928955078
2023-05-10,171.08152770996094
2023-05-11,171.26881408691406
2023-05-12,170.34095764160156
2023-05-15,169.84742736816406
2023-05-16,169.84742736816406
2023-05-17,170.4593963623047
2023-05-18,172.7889404296875
2023-05-19,172.89752197265625
2023-05-22,171.94989013671875
2023-05-23,169.343994140625
2023-05-24,169.620361328125
2023-05-25,170.75555419921875
2023-05-26,173.1639862060547
2023-05-30,175.00987243652344
2023-05-31,174.9605255126953
2023-06-01,177.76380920410156
2023-06-02,178.6127166748047
2023-06-05,177.26039123535156
2023-06-06,176.89520263671875
2023-06-07,175.52313232421875
2023-06-08,178.23760986328125
2023-06-09,178.62257385253906
2023-06-12,181.416015625
2023-06-13,180.94219970703125
2023-06-14,181.573974609375
2023-06-15,183.6073455810547
2023-06-16,182.5314483642578
2023-06-20,182.6202392578125
2023-06-21,181.58384704589844
2023-06-22,184.58453369140625
2023-06-23,184.2686767578125
2023-06-26,182.87692260742188
2023-06-27,185.630859375
2023-06-28,186.80551147460938
2023-06-29,187.14111328125
2023-06-30,191.4645233154297
2023-07-03,189.97406005859375
2023-07-05,188.85861206054688
2023-07-06,189.33242797851562
2023-07-07,188.21702575683594
2023-07-10,186.1737823486328
2023-07-11,185.65061950683594
2023-07-12,187.31875610351562
2023-07-13,188.07882690429688
2023-07-14,188.22689819335938
2023-07-17,191.4842529296875
2023-07-18,191.2276153564453
2023-07-19,192.5799102783203
2023-07-20,190.63540649414062
2023-07-21,189.4607391357422
2023-07-24,190.26026916503906
2023-07-25,191.11904907226562
2023-07-26,191.98768615722656
2023-07-27,190.72422790527344
2023-07-28,193.3004913330078
2023-07-31,193.91249084472656
2023-08-01,193.08334350585938
2023-08-02,190.0924530029297
2023-08-03,188.70068359375
2023-08-04,179.63926696777344
2023-08-07,176.5398406982422
2023-08-08,177.47756958007812
2023-08-09,175.8883819580078
2023-08-10,175.6712188720703
2023-08-11,175.73049926757812
2023-08-14,177.38116455078125
2023-08-15,175.39443969726562
2023-08-16,174.52462768554688
2023-08-17,171.98440551757812
2023-08-18,172.46875
2023-08-21,173.80308532714844
2023-08-22,175.17698669433594
2023-08-23,179.02191162109375
2023-08-24,174.33682250976562
2023-08-25,176.54100036621094
2023-08-28,178.1027069091797
2023-08-29,181.98715209960938
2023-08-30,185.4762725830078
2023-08-31,185.69375610351562
2023-09-01,187.26531982421875
2023-09-05,187.50254821777344
2023-09-06,180.79119873046875
2023-09-07,175.50315856933594
2023-09-08,176.115966796875
2023-09-11,177.28233337402344
2023-09-12,174.2577667236328
2023-09-13,172.19198608398438
2023-09-14,173.7042694091797
2023-09-15,172.98268127441406
2023-09-18,175.90841674804688
2023-09-19,176.9956817626953
2023-09-20,173.45712280273438
2023-09-21,171.91519165039062
2023-09-22,172.76522827148438
2023-09-25,174.04029846191406
2023-09-26,169.9680633544922
2023-09-27,168.45574951171875
2023-09-28,168.71275329589844
2023-09-29,169.2267303466797
2023-10-02,171.73728942871094
2023-10-03,170.40293884277344
2023-10-04,171.64834594726562
2023-10-05,172.88388061523438
2023-10-06,175.43399047851562
2023-10-09,176.9165802001953
2023-10-10,176.32354736328125
2023-10-11,177.71722412109375
2023-10-12,178.6166534423828
2023-10-13,176.77822875976562
2023-10-16,176.64974975585938
2023-10-17,175.09791564941406
2023-10-18,173.80308532714844
2023-10-19,173.42750549316406
2023-10-20,170.87738037109375
2023-10-23,170.99598693847656
2023-10-24,171.43089294433594
2023-10-25,169.1179962158203
2023-10-26,164.95675659179688
2023-10-27,166.2713623046875
2023-10-30,168.3173828125
2023-10-31,168.79183959960938
2023-11-01,171.95474243164062
2023-11-02,175.5130615234375
2023-11-03,174.60369873046875
2023-11-06,177.15380859375
2023-11-07,179.7138214111328
2023-11-08,180.7714385986328
2023-11-09,180.29698181152344
2023-11-10,184.48350524902344
2023-11-13,182.89993286132812
2023-11-14,185.51280212402344
2023-11-15,186.07693481445312
2023-11-16,187.7594757080078
2023-11-17,187.73965454101562
2023-11-20,189.48158264160156
2023-11-21,188.67990112304688
2023-11-22,189.343017578125
2023-11-24,188.01678466796875
2023-11-27,187.83863830566406
2023-11-28,188.44235229492188
2023-11-29,187.42294311523438
2023-11-30,187.9969940185547
2023-12-01,189.2737274169922
2023-12-04,187.48233032226562
2023-12-05,191.43128967285156
2023-12-06,190.34259033203125
2023-12-07,192.27256774902344
2023-12-08,193.69776916503906
2023-12-11,191.1937713623047
2023-12-12,192.7080535888672
2023-12-13,195.9246368408203
2023-12-14,196.07310485839844
2023-12-15,195.53863525390625
2023-12-18,193.87591552734375
2023-12-19,194.91514587402344
2023-12-20,192.82684326171875
2023-12-21,192.6783447265625
2023-12-22,191.60946655273438
2023-12-26,191.0651397705078
2023-12-27,191.16407775878906
2023-12-28,191.5896759033203
2023-12-29,190.55047607421875
2024-01-02,183.73129272460938
2024-01-03,182.35562133789062
2024-01-04,180.0396728515625
2024-01-05,179.31715393066406
2024-01-08,183.65213012695312
2024-01-09,183.2364501953125
2024-01-10,184.275634765625
2024-01-11,183.6818389892578
2024-01-12,184.00843811035156
2024-01-16,181.74197387695312
2024-01-17,180.80174255371094
2024-01-18,186.69056701660156
2024-01-19,189.59043884277344
2024-01-22,191.896484375
2024-01-23,193.17320251464844
2024-01-24,192.5001983642578
2024-01-25,192.17359924316406
2024-01-26,190.44158935546875
2024-01-29,189.75869750976562
2024-01-30,186.1066436767578
2024-01-31,182.50404357910156
2024-02-01,184.93878173828125
2024-02-02,183.9391632080078
2024-02-05,185.75035095214844
2024-02-06,187.35366821289062
2024-02-07,187.4625244140625
2024-02-08,186.38377380371094
2024-02-09,187.14683532714844
2024-02-12,185.46212768554688
2024-02-13,183.37115478515625
2024-02-14,182.4891815185547
2024-02-15,182.20179748535156
2024-02-16,180.665771484375
2024-02-20,179.9225311279297
2024-02-21,180.6757354736328
2024-02-22,182.70721435546875
2024-02-23,180.8739013671875
2024-02-26,179.52615356445312
2024-02-27,180.98289489746094
2024-02-28,179.7838134765625
2024-02-29,179.11985778808594
2024-03-01,178.0397186279297
2024-03-04,173.52081298828125
2024-03-05,168.58572387695312
2024-03-06,167.59474182128906
2024-03-07,167.475830078125
2024-03-08,169.19021606445312
2024-03-11,171.1920166015625
2024-03-12,171.6676788330078
2024-03-13,169.5866241455078
2024-03-14,171.43972778320312
2024-03-15,171.0631561279297
2024-03-18,172.1532440185547
2024-03-19,174.49195861816406
2024-03-20,177.05860900878906
2024-03-21,169.824462890625
2024-03-22,170.72625732421875
2024-03-25,169.3091583251953
2024-03-26,168.179443359375
2024-03-27,171.74696350097656
2024-03-28,169.93344116210938
2024-04-01,168.4965362548828
2024-04-02,167.31727600097656
2024-04-03,168.1199188232422
2024-04-04,167.29747009277344
2024-04-05,168.05059814453125
2024-04-08,166.93077087402344
2024-04-09,168.13980102539062
2024-04-10,166.26683044433594
2024-04-11,173.46133422851562
2024-04-12,174.95774841308594
2024-04-15,171.13253784179688
2024-04-16,167.85240173339844
2024-04-17,166.48484802246094
2024-04-18,165.5334930419922
2024-04-19,163.5119171142578
2024-04-22,164.34429931640625
2024-04-23,165.39476013183594
2024-04-24,167.4956512451172
2024-04-25,168.3577880859375
2024-04-26,167.7731170654297
2024-04-29,171.9352569580078
2024-04-30,168.7938232421875
2024-05-01,167.7731170654297
2024-05-02,171.469482421875
2024-05-03,181.72613525390625
2024-05-06,180.07119750976562
2024-05-07,180.75498962402344
2024-05-08,181.09190368652344
2024-05-09,182.9054412841797
2024-05-10,181.64517211914062
2024-05-13,184.85037231445312
2024-05-14,185.9915313720703
2024-05-15,188.26397705078125
2024-05-16,188.38304138183594
2024-05-17,188.41281127929688
2024-05-20,189.57382202148438
2024-05-21,190.87379455566406
2024-05-22,189.4348907470703
2024-05-23,185.44577026367188
2024-05-24,188.52194213867188
2024-05-28,188.5319061279297
2024-05-29,188.82958984375
2024-05-30,189.82188415527344
2024-05-31,190.7745361328125
2024-06-03,192.54087829589844
2024-06-04,192.8584442138672
2024-06-05,194.3667449951172
2024-06-06,192.9874267578125
2024-06-07,195.37892150878906
2024-06-10,191.63787841796875
2024-06-11,205.5601806640625
2024-06-12,211.4347686767578
2024-06-13,212.5957794189453
2024-06-14,210.8592071533203
2024-06-17,215.00714111328125
2024-06-18,212.64540100097656
2024-06-20,208.07077026367188
2024-06-21,205.89759826660156
2024-06-24,206.5426025390625
2024-06-25,207.46546936035156
2024-06-26,211.61337280273438
2024-06-27,212.45687866210938
2024-06-28,209.00357055664062
2024-07-01,215.08651733398438
2024-07-02,218.57949829101562
2024-07-03,219.84967041015625
2024-07-05,224.60292053222656
2024-07-08,226.0715789794922
2024-07-09,226.92495727539062
2024-07-10,231.1919403076172
2024-07-11,225.82347106933594
2024-07-12,228.77069091796875
2024-07-15,232.60105895996094
2024-07-16,233.01785278320312
2024-07-17,227.1234588623047
2024-07-18,222.45948791503906
2024-07-19,222.5885009765625
2024-07-22,222.24118041992188
2024-07-23,223.28311157226562
2024-07-24,216.86276245117188
2024-07-25,215.8208465576172
2024-07-26,216.28724670410156
2024-07-29,216.56509399414062
2024-07-30,217.1208038330078
2024-07-31,220.3756103515625
2024-08-01,216.6841583251953
2024-08-02,218.1726531982422
2024-08-05,207.66392517089844
2024-08-06,205.6396026611328
2024-08-07,208.209716796875
2024-08-08,211.67291259765625
2024-08-09,214.58045959472656
2024-08-12,216.1103973388672
2024-08-13,219.8259735107422
2024-08-14,220.27305603027344
2024-08-15,223.25347900390625
2024-08-16,224.57479858398438
2024-08-19,224.41583251953125
2024-08-20,225.0317840576172
2024-08-21,224.92250061035156
2024-08-22,223.06471252441406
2024-08-23,225.35963439941406
2024-08-26,225.6973876953125
2024-08-27,226.5418701171875
2024-08-28,225.01190185546875
2024-08-29,228.2903594970703
2024-08-30,227.5055389404297
2024-09-03,221.31622314453125
2024-09-04,219.40872192382812
2024-09-05,220.9287567138672
2024-09-06,219.37893676757812
2024-09-09,219.4683380126953
2024-09-10,218.67355346679688
2024-09-11,221.2069091796875
2024-09-12,221.31622314453125
2024-09-13,221.0479736328125
2024-09-16,214.90829467773438
2024-09-17,215.37521362304688
2024-09-18,219.24977111816406
2024-09-19,227.3763885498047
2024-09-20,226.71075439453125
2024-09-23,224.99203491210938
2024-09-24,225.88616943359375
2024-09-25,224.89271545410156
2024-09-26,226.03518676757812
2024-09-27,226.3034210205078
2024-09-30,231.4794464111328
2024-10-01,224.73374938964844
2024-10-02,225.300048828125
2024-10-03,224.197265625
2024-10-04,225.31988525390625
2024-10-07,220.2432403564453
2024-10-08,224.29661560058594
2024-10-09,228.0419921875
2024-10-10,227.54525756835938
2024-10-11,226.0650177001953
2024-10-14,229.79052734375
2024-10-15,232.32388305664062
2024-10-16,230.2673797607422
2024-10-17,230.63497924804688
2024-10-18,233.46636962890625
2024-10-21,234.93670654296875
2024-10-22,234.32077026367188
2024-10-23,229.25404357910156
2024-10-24,229.0652618408203
2024-10-25,229.89981079101562
2024-10-28,231.87681579589844
2024-10-29,232.14505004882812
2024-10-30,228.59835815429688
2024-10-31,224.4357147216797
2024-11-01,221.45529174804688
2024-11-04,220.56114196777344
2024-11-05,221.9917755126953
2024-11-06,221.26651000976562
2024-11-07,225.99545288085938
2024-11-08,225.7269287109375
2024-11-11,223.01174926757812
2024-11-12,223.01174926757812
2024-11-13,223.89691162109375
2024-11-14,226.98007202148438
2024-11-15,223.77757263183594
2024-11-18,226.78118896484375
2024-11-19,227.0397491455078
2024-11-20,227.75584411621094
2024-11-21,227.27845764160156
2024-11-22,228.62112426757812
2024-11-25,231.6048126220703
2024-11-26,233.7829132080078
2024-11-27,233.6536102294922
2024-11-29,236.0405731201172
2024-12-02,238.2882843017578
2024-12-03,241.3316650390625
2024-12-04,241.68971252441406
2024-12-05,241.7195587158203
2024-12-06,241.52064514160156
2024-12-09,245.40939331054688
2024-12-10,246.4238739013672
2024-12-11,245.1508331298828
2024-12-12,246.6128387451172
2024-12-13,246.78192138671875
2024-12-16,249.6760711669922
2024-12-17,252.1028289794922
2024-12-18,246.7023468017578
2024-12-19,248.43287658691406
2024-12-20,253.1073455810547
2024-12-23,253.88311767578125
2024-12-24,256.7972106933594
2024-12-26,257.61273193359375
2024-12-27,254.2013702392578
2024-12-30,250.82977294921875
